time	base_x	base_y	base_z	l_foot_x	l_foot_y	l_foot_z	r_foot_x	r_foot_y	r_foot_z	l_hip_x	l_hip_y	l_hip_z	r_hip_x	r_hip_y	r_hip_z	abs_x	abs_y	abs_z	head_x	head_y	head_z
3374930000.00000	        0.10052	        0.00022	       -0.13318	        0.45188	       -0.02084	       -0.21869	        0.45812	       -0.02162	       -0.37002	        0.46647	        0.32012	       -0.22002	        0.47722	        0.32979	       -0.40330	        0.44036	        0.48071	       -0.29040	        0.44245	        0.73019	       -0.29914
3374946000.00000	        0.10055	        0.00021	       -0.13316	        0.45201	       -0.02087	       -0.21868	        0.45811	       -0.02163	       -0.37002	        0.46623	        0.32004	       -0.22001	        0.47692	        0.32979	       -0.40330	        0.43995	        0.48064	       -0.29044	        0.44181	        0.72987	       -0.29905
3374946000.00000	        0.10055	        0.00021	       -0.13316	        0.45201	       -0.02087	       -0.21868	        0.45811	       -0.02163	       -0.37002	        0.46623	        0.32004	       -0.22001	        0.47692	        0.32979	       -0.40330	        0.43995	        0.48064	       -0.29044	        0.44181	        0.72987	       -0.29905
3374971000.00000	        0.10056	        0.00021	       -0.13315	        0.45191	       -0.02094	       -0.21870	        0.45815	       -0.02164	       -0.37001	        0.46565	        0.32008	       -0.22001	        0.47643	        0.32978	       -0.40327	        0.43922	        0.48034	       -0.29045	        0.44041	        0.72967	       -0.29906
3374971000.00000	        0.10056	        0.00021	       -0.13315	        0.45191	       -0.02094	       -0.21870	        0.45815	       -0.02164	       -0.37001	        0.46565	        0.32008	       -0.22001	        0.47643	        0.32978	       -0.40327	        0.43922	        0.48034	       -0.29045	        0.44041	        0.72967	       -0.29906
3374995000.00000	        0.10054	        0.00024	       -0.13317	        0.45199	       -0.02086	       -0.21868	        0.45820	       -0.02166	       -0.36997	        0.46534	        0.32001	       -0.21999	        0.47588	        0.33001	       -0.40316	        0.43879	        0.48041	       -0.29044	        0.43876	        0.72963	       -0.29913
3374995000.00000	        0.10054	        0.00024	       -0.13317	        0.45199	       -0.02086	       -0.21868	        0.45820	       -0.02166	       -0.36997	        0.46534	        0.32001	       -0.21999	        0.47588	        0.33001	       -0.40316	        0.43879	        0.48041	       -0.29044	        0.43876	        0.72963	       -0.29913
3375011000.00000	        0.10016	        0.00022	       -0.13324	        0.45195	       -0.02084	       -0.21869	        0.45812	       -0.02160	       -0.37000	        0.46513	        0.31996	       -0.21999	        0.47572	        0.32973	       -0.40325	        0.43820	        0.48037	       -0.29042	        0.43774	        0.72958	       -0.29891
3375011000.00000	        0.10016	        0.00022	       -0.13324	        0.45195	       -0.02084	       -0.21869	        0.45812	       -0.02160	       -0.37000	        0.46513	        0.31996	       -0.21999	        0.47572	        0.32973	       -0.40325	        0.43820	        0.48037	       -0.29042	        0.43774	        0.72958	       -0.29891
3375036000.00000	        0.10055	        0.00020	       -0.13318	        0.45192	       -0.02085	       -0.21868	        0.45816	       -0.02168	       -0.37002	        0.46495	        0.31979	       -0.22001	        0.47533	        0.32968	       -0.40324	        0.43758	        0.48036	       -0.29040	        0.43639	        0.72911	       -0.29896
3375036000.00000	        0.10055	        0.00020	       -0.13318	        0.45192	       -0.02085	       -0.21868	        0.45816	       -0.02168	       -0.37002	        0.46495	        0.31979	       -0.22001	        0.47533	        0.32968	       -0.40324	        0.43758	        0.48036	       -0.29040	        0.43639	        0.72911	       -0.29896
3375061000.00000	        0.10055	        0.00022	       -0.13315	        0.45199	       -0.02088	       -0.21867	        0.45820	       -0.02169	       -0.37000	        0.46446	        0.31970	       -0.22004	        0.47483	        0.32958	       -0.40327	        0.43691	        0.48063	       -0.29029	        0.43500	        0.72908	       -0.29908
3375061000.00000	        0.10055	        0.00022	       -0.13315	        0.45199	       -0.02088	       -0.21867	        0.45820	       -0.02169	       -0.37000	        0.46446	        0.31970	       -0.22004	        0.47483	        0.32958	       -0.40327	        0.43691	        0.48063	       -0.29029	        0.43500	        0.72908	       -0.29908
3375077000.00000	        0.10052	        0.00024	       -0.13318	        0.45198	       -0.02088	       -0.21867	        0.45820	       -0.02167	       -0.36998	        0.46417	        0.31961	       -0.22008	        0.47457	        0.32953	       -0.40329	        0.43639	        0.48043	       -0.29032	        0.43422	        0.72888	       -0.29912
3375077000.00000	        0.10052	        0.00024	       -0.13318	        0.45198	       -0.02088	       -0.21867	        0.45820	       -0.02167	       -0.36998	        0.46417	        0.31961	       -0.22008	        0.47457	        0.32953	       -0.40329	        0.43639	        0.48043	       -0.29032	        0.43422	        0.72888	       -0.29912
3375102000.00000	        0.10058	        0.00021	       -0.13313	        0.45198	       -0.02089	       -0.21867	        0.45819	       -0.02166	       -0.36995	        0.46374	        0.31950	       -0.22009	        0.47417	        0.32941	       -0.40334	        0.43548	        0.48061	       -0.29041	        0.43285	        0.72902	       -0.29907
3375102000.00000	        0.10058	        0.00021	       -0.13313	        0.45198	       -0.02089	       -0.21867	        0.45819	       -0.02166	       -0.36995	        0.46374	        0.31950	       -0.22009	        0.47417	        0.32941	       -0.40334	        0.43548	        0.48061	       -0.29041	        0.43285	        0.72902	       -0.29907
3375126000.00000	        0.10055	        0.00020	       -0.13317	        0.45199	       -0.02087	       -0.21868	        0.45821	       -0.02173	       -0.37001	        0.46323	        0.31950	       -0.22012	        0.47362	        0.32927	       -0.40340	        0.43485	        0.48015	       -0.29048	        0.43176	        0.72869	       -0.29930
3375126000.00000	        0.10055	        0.00020	       -0.13317	        0.45199	       -0.02087	       -0.21868	        0.45821	       -0.02173	       -0.37001	        0.46323	        0.31950	       -0.22012	        0.47362	        0.32927	       -0.40340	        0.43485	        0.48015	       -0.29048	        0.43176	        0.72869	       -0.29930
3375126000.00000	        0.10055	        0.00020	       -0.13317	        0.45199	       -0.02087	       -0.21868	        0.45821	       -0.02173	       -0.37001	        0.46323	        0.31950	       -0.22012	        0.47362	        0.32927	       -0.40340	        0.43485	        0.48015	       -0.29048	        0.43176	        0.72869	       -0.29930
3375142000.00000	        0.10056	        0.00022	       -0.13314	        0.45192	       -0.02089	       -0.21868	        0.45816	       -0.02166	       -0.37000	        0.46291	        0.31944	       -0.22016	        0.47327	        0.32957	       -0.40336	        0.43434	        0.48004	       -0.29050	        0.43092	        0.72842	       -0.29939
3375167000.00000	        0.10059	        0.00017	       -0.13314	        0.45193	       -0.02087	       -0.21866	        0.45819	       -0.02168	       -0.36997	        0.46249	        0.31934	       -0.22022	        0.47269	        0.32922	       -0.40344	        0.43361	        0.47990	       -0.29053	        0.42944	        0.72858	       -0.29934
3375167000.00000	        0.10059	        0.00017	       -0.13314	        0.45193	       -0.02087	       -0.21866	        0.45819	       -0.02168	       -0.36997	        0.46249	        0.31934	       -0.22022	        0.47269	        0.32922	       -0.40344	        0.43361	        0.47990	       -0.29053	        0.42944	        0.72858	       -0.29934
3375191000.00000	        0.10017	        0.00015	       -0.13328	        0.45204	       -0.02091	       -0.21867	        0.45819	       -0.02170	       -0.37000	        0.46198	        0.31926	       -0.22029	        0.47228	        0.32921	       -0.40342	        0.43285	        0.47993	       -0.29060	        0.42842	        0.72788	       -0.29967
3375191000.00000	        0.10017	        0.00015	       -0.13328	        0.45204	       -0.02091	       -0.21867	        0.45819	       -0.02170	       -0.37000	        0.46198	        0.31926	       -0.22029	        0.47228	        0.32921	       -0.40342	        0.43285	        0.47993	       -0.29060	        0.42842	        0.72788	       -0.29967
3375207000.00000	        0.10058	        0.00019	       -0.13313	        0.45195	       -0.02082	       -0.21864	        0.45813	       -0.02162	       -0.36997	        0.46170	        0.31929	       -0.22030	        0.47204	        0.32909	       -0.40350	        0.43245	        0.47987	       -0.29061	        0.42749	        0.72781	       -0.29980
3375207000.00000	        0.10058	        0.00019	       -0.13313	        0.45195	       -0.02082	       -0.21864	        0.45813	       -0.02162	       -0.36997	        0.46170	        0.31929	       -0.22030	        0.47204	        0.32909	       -0.40350	        0.43245	        0.47987	       -0.29061	        0.42749	        0.72781	       -0.29980
