time	base_x	base_y	base_z	l_foot_x	l_foot_y	l_foot_z	r_foot_x	r_foot_y	r_foot_z	l_hip_x	l_hip_y	l_hip_z	r_hip_x	r_hip_y	r_hip_z	abs_x	abs_y	abs_z	head_x	head_y	head_z
        0.00000	        0.09647	       -0.00075	       -0.13585	        0.41812	       -0.00194	       -0.33096	        0.42572	        0.00306	       -0.47182	        0.42426	        0.31061	       -0.33375	        0.43422	        0.32138	       -0.51851	        0.39252	        0.47333	       -0.40548	        0.38785	        0.72270	       -0.40208
        0.00000	        0.09647	       -0.00075	       -0.13585	        0.41812	       -0.00194	       -0.33096	        0.42572	        0.00306	       -0.47182	        0.42426	        0.31061	       -0.33375	        0.43422	        0.32138	       -0.51851	        0.39252	        0.47333	       -0.40548	        0.38785	        0.72270	       -0.40208
   540000.00000	        0.09647	       -0.00075	       -0.13585	        0.41812	       -0.00194	       -0.33096	        0.42572	        0.00306	       -0.47182	        0.42426	        0.31061	       -0.33375	        0.43422	        0.32138	       -0.51851	        0.39252	        0.47333	       -0.40548	        0.38785	        0.72270	       -0.40208
   568000.00000	        0.09604	       -0.00085	       -0.13596	        0.41822	       -0.00204	       -0.33098	        0.42575	        0.00314	       -0.47181	        0.42450	        0.31065	       -0.33381	        0.43430	        0.32121	       -0.51853	        0.39284	        0.47336	       -0.40553	        0.38837	        0.72289	       -0.40146
   568000.00000	        0.09604	       -0.00085	       -0.13596	        0.41822	       -0.00204	       -0.33098	        0.42575	        0.00314	       -0.47181	        0.42450	        0.31065	       -0.33381	        0.43430	        0.32121	       -0.51853	        0.39284	        0.47336	       -0.40553	        0.38837	        0.72289	       -0.40146
   568000.00000	        0.09604	       -0.00085	       -0.13596	        0.41822	       -0.00204	       -0.33098	        0.42575	        0.00314	       -0.47181	        0.42450	        0.31065	       -0.33381	        0.43430	        0.32121	       -0.51853	        0.39284	        0.47336	       -0.40553	        0.38837	        0.72289	       -0.40146
   595000.00000	        0.09647	       -0.00077	       -0.13586	        0.41822	       -0.00202	       -0.33099	        0.42568	        0.00329	       -0.47184	        0.42474	        0.31065	       -0.33396	        0.43459	        0.32134	       -0.51886	        0.39298	        0.47329	       -0.40568	        0.38875	        0.72276	       -0.40097
   616000.00000	        0.09652	       -0.00082	       -0.13585	        0.41816	       -0.00197	       -0.33101	        0.42582	        0.00336	       -0.47183	        0.42490	        0.31060	       -0.33410	        0.43466	        0.32087	       -0.51884	        0.39321	        0.47319	       -0.40584	        0.38849	        0.72275	       -0.40068
   616000.00000	        0.09652	       -0.00082	       -0.13585	        0.41816	       -0.00197	       -0.33101	        0.42582	        0.00336	       -0.47183	        0.42490	        0.31060	       -0.33410	        0.43466	        0.32087	       -0.51884	        0.39321	        0.47319	       -0.40584	        0.38849	        0.72275	       -0.40068
   645000.00000	        0.09646	       -0.00076	       -0.13587	        0.41816	       -0.00195	       -0.33100	        0.42590	        0.00348	       -0.47186	        0.42496	        0.31060	       -0.33421	        0.43476	        0.32121	       -0.51896	        0.39300	        0.47310	       -0.40601	        0.38797	        0.72258	       -0.40043
