time	base_x	base_y	base_z	l_foot_x	l_foot_y	l_foot_z	r_foot_x	r_foot_y	r_foot_z	l_hip_x	l_hip_y	l_hip_z	r_hip_x	r_hip_y	r_hip_z	abs_x	abs_y	abs_z	head_x	head_y	head_z
        0.00000	        0.09650	       -0.00080	       -0.13585	        0.42005	       -0.00213	       -0.32692	        0.43021	        0.00429	       -0.48917	        0.43417	        0.31993	       -0.33327	        0.45662	        0.32641	       -0.52114	        0.42183	        0.47768	       -0.40559	        0.43595	        0.72707	       -0.40425
        0.00000	        0.09650	       -0.00080	       -0.13585	        0.42005	       -0.00213	       -0.32692	        0.43021	        0.00429	       -0.48917	        0.43417	        0.31993	       -0.33327	        0.45662	        0.32641	       -0.52114	        0.42183	        0.47768	       -0.40559	        0.43595	        0.72707	       -0.40425
   540000.00000	        0.09650	       -0.00080	       -0.13585	        0.42005	       -0.00213	       -0.32692	        0.43021	        0.00429	       -0.48917	        0.43417	        0.31993	       -0.33327	        0.45662	        0.32641	       -0.52114	        0.42183	        0.47768	       -0.40559	        0.43595	        0.72707	       -0.40425
   564000.00000	        0.09647	       -0.00077	       -0.13588	        0.42009	       -0.00217	       -0.32692	        0.43026	        0.00416	       -0.48918	        0.43428	        0.31983	       -0.33318	        0.45665	        0.32644	       -0.52109	        0.42196	        0.47766	       -0.40542	        0.43608	        0.72706	       -0.40346
   580000.00000	        0.09649	       -0.00078	       -0.13585	        0.42002	       -0.00208	       -0.32692	        0.43029	        0.00413	       -0.48919	        0.43432	        0.31983	       -0.33312	        0.45653	        0.32661	       -0.52109	        0.42204	        0.47758	       -0.40527	        0.43615	        0.72701	       -0.40304
   580000.00000	        0.09649	       -0.00078	       -0.13585	        0.42002	       -0.00208	       -0.32692	        0.43029	        0.00413	       -0.48919	        0.43432	        0.31983	       -0.33312	        0.45653	        0.32661	       -0.52109	        0.42204	        0.47758	       -0.40527	        0.43615	        0.72701	       -0.40304
   605000.00000	        0.09647	       -0.00077	       -0.13588	        0.42008	       -0.00216	       -0.32691	        0.43020	        0.00425	       -0.48915	        0.43423	        0.31990	       -0.33301	        0.45667	        0.32662	       -0.52102	        0.42190	        0.47762	       -0.40520	        0.43602	        0.72696	       -0.40231
   605000.00000	        0.09647	       -0.00077	       -0.13588	        0.42008	       -0.00216	       -0.32691	        0.43020	        0.00425	       -0.48915	        0.43423	        0.31990	       -0.33301	        0.45667	        0.32662	       -0.52102	        0.42190	        0.47762	       -0.40520	        0.43602	        0.72696	       -0.40231
   629000.00000	        0.09650	       -0.00080	       -0.13586	        0.42012	       -0.00220	       -0.32689	        0.43015	        0.00430	       -0.48914	        0.43422	        0.31993	       -0.33295	        0.45649	        0.32653	       -0.52080	        0.42191	        0.47755	       -0.40500	        0.43578	        0.72688	       -0.40167
   629000.00000	        0.09650	       -0.00080	       -0.13586	        0.42012	       -0.00220	       -0.32689	        0.43015	        0.00430	       -0.48914	        0.43422	        0.31993	       -0.33295	        0.45649	        0.32653	       -0.52080	        0.42191	        0.47755	       -0.40500	        0.43578	        0.72688	       -0.40167
   645000.00000	        0.09649	       -0.00078	       -0.13587	        0.42007	       -0.00217	       -0.32690	        0.43023	        0.00426	       -0.48916	        0.43408	        0.31993	       -0.33286	        0.45635	        0.32673	       -0.52081	        0.42181	        0.47752	       -0.40488	        0.43540	        0.72692	       -0.40128
   645000.00000	        0.09649	       -0.00078	       -0.13587	        0.42007	       -0.00217	       -0.32690	        0.43023	        0.00426	       -0.48916	        0.43408	        0.31993	       -0.33286	        0.45635	        0.32673	       -0.52081	        0.42181	        0.47752	       -0.40488	        0.43540	        0.72692	       -0.40128
   670000.00000	        0.09650	       -0.00081	       -0.13587	        0.42006	       -0.00216	       -0.32688	        0.43027	        0.00415	       -0.48914	        0.43385	        0.31994	       -0.33274	        0.45628	        0.32678	       -0.52071	        0.42153	        0.47747	       -0.40479	        0.43489	        0.72692	       -0.40080
   670000.00000	        0.09650	       -0.00081	       -0.13587	        0.42006	       -0.00216	       -0.32688	        0.43027	        0.00415	       -0.48914	        0.43385	        0.31994	       -0.33274	        0.45628	        0.32678	       -0.52071	        0.42153	        0.47747	       -0.40479	        0.43489	        0.72692	       -0.40080
   694000.00000	        0.09652	       -0.00083	       -0.13586	        0.42012	       -0.00221	       -0.32688	        0.43025	        0.00420	       -0.48915	        0.43374	        0.31999	       -0.33272	        0.45614	        0.32669	       -0.52065	        0.42134	        0.47737	       -0.40476	        0.43451	        0.72692	       -0.40052
   694000.00000	        0.09652	       -0.00083	       -0.13586	        0.42012	       -0.00221	       -0.32688	        0.43025	        0.00420	       -0.48915	        0.43374	        0.31999	       -0.33272	        0.45614	        0.32669	       -0.52065	        0.42134	        0.47737	       -0.40476	        0.43451	        0.72692	       -0.40052
   710000.00000	        0.09649	       -0.00078	       -0.13585	        0.42006	       -0.00215	       -0.32688	        0.43019	        0.00429	       -0.48914	        0.43374	        0.31994	       -0.33274	        0.45616	        0.32649	       -0.52061	        0.42109	        0.47733	       -0.40472	        0.43403	        0.72691	       -0.40016
