time	base_x	base_y	base_z	l_foot_x	l_foot_y	l_foot_z	r_foot_x	r_foot_y	r_foot_z	l_hip_x	l_hip_y	l_hip_z	r_hip_x	r_hip_y	r_hip_z	abs_x	abs_y	abs_z	head_x	head_y	head_z
        0.00000	        0.09593	       -0.00077	       -0.13604	        0.42022	       -0.00193	       -0.33511	        0.42509	        0.00381	       -0.47642	        0.42962	        0.31204	       -0.33673	        0.44334	        0.32335	       -0.52107	        0.40569	        0.47653	       -0.40792	        0.41452	        0.72634	       -0.40380
        0.00000	        0.09593	       -0.00077	       -0.13604	        0.42022	       -0.00193	       -0.33511	        0.42509	        0.00381	       -0.47642	        0.42962	        0.31204	       -0.33673	        0.44334	        0.32335	       -0.52107	        0.40569	        0.47653	       -0.40792	        0.41452	        0.72634	       -0.40380
   540000.00000	        0.09593	       -0.00077	       -0.13604	        0.42022	       -0.00193	       -0.33511	        0.42509	        0.00381	       -0.47642	        0.42962	        0.31204	       -0.33673	        0.44334	        0.32335	       -0.52107	        0.40569	        0.47653	       -0.40792	        0.41452	        0.72634	       -0.40380
   569000.00000	        0.09649	       -0.00078	       -0.13585	        0.42023	       -0.00197	       -0.33508	        0.42504	        0.00388	       -0.47641	        0.42996	        0.31204	       -0.33648	        0.44321	        0.32391	       -0.52069	        0.40616	        0.47659	       -0.40770	        0.41510	        0.72636	       -0.40276
   569000.00000	        0.09649	       -0.00078	       -0.13585	        0.42023	       -0.00197	       -0.33508	        0.42504	        0.00388	       -0.47641	        0.42996	        0.31204	       -0.33648	        0.44321	        0.32391	       -0.52069	        0.40616	        0.47659	       -0.40770	        0.41510	        0.72636	       -0.40276
   569000.00000	        0.09649	       -0.00078	       -0.13585	        0.42023	       -0.00197	       -0.33508	        0.42504	        0.00388	       -0.47641	        0.42996	        0.31204	       -0.33648	        0.44321	        0.32391	       -0.52069	        0.40616	        0.47659	       -0.40770	        0.41510	        0.72636	       -0.40276
   596000.00000	        0.09649	       -0.00076	       -0.13584	        0.42019	       -0.00191	       -0.33506	        0.42504	        0.00392	       -0.47638	        0.43036	        0.31204	       -0.33622	        0.44355	        0.32429	       -0.52028	        0.40663	        0.47653	       -0.40735	        0.41489	        0.72638	       -0.40215
   596000.00000	        0.09649	       -0.00076	       -0.13584	        0.42019	       -0.00191	       -0.33506	        0.42504	        0.00392	       -0.47638	        0.43036	        0.31204	       -0.33622	        0.44355	        0.32429	       -0.52028	        0.40663	        0.47653	       -0.40735	        0.41489	        0.72638	       -0.40215
   614000.00000	        0.09648	       -0.00075	       -0.13585	        0.42024	       -0.00197	       -0.33506	        0.42513	        0.00376	       -0.47638	        0.43069	        0.31195	       -0.33608	        0.44389	        0.32425	       -0.52016	        0.40687	        0.47657	       -0.40711	        0.41450	        0.72641	       -0.40170
   614000.00000	        0.09648	       -0.00075	       -0.13585	        0.42024	       -0.00197	       -0.33506	        0.42513	        0.00376	       -0.47638	        0.43069	        0.31195	       -0.33608	        0.44389	        0.32425	       -0.52016	        0.40687	        0.47657	       -0.40711	        0.41450	        0.72641	       -0.40170
   644000.00000	        0.09652	       -0.00081	       -0.13585	        0.42025	       -0.00195	       -0.33506	        0.42515	        0.00383	       -0.47641	        0.43101	        0.31190	       -0.33588	        0.44450	        0.32394	       -0.52022	        0.40699	        0.47647	       -0.40685	        0.41397	        0.72620	       -0.40091
   644000.00000	        0.09652	       -0.00081	       -0.13585	        0.42025	       -0.00195	       -0.33506	        0.42515	        0.00383	       -0.47641	        0.43101	        0.31190	       -0.33588	        0.44450	        0.32394	       -0.52022	        0.40699	        0.47647	       -0.40685	        0.41397	        0.72620	       -0.40091
   644000.00000	        0.09652	       -0.00081	       -0.13585	        0.42025	       -0.00195	       -0.33506	        0.42515	        0.00383	       -0.47641	        0.43101	        0.31190	       -0.33588	        0.44450	        0.32394	       -0.52022	        0.40699	        0.47647	       -0.40685	        0.41397	        0.72620	       -0.40091
   662000.00000	        0.09650	       -0.00079	       -0.13585	        0.42024	       -0.00196	       -0.33505	        0.42516	        0.00379	       -0.47642	        0.43097	        0.31189	       -0.33587	        0.44469	        0.32385	       -0.52003	        0.40708	        0.47656	       -0.40673	        0.41365	        0.72606	       -0.40060
   662000.00000	        0.09650	       -0.00079	       -0.13585	        0.42024	       -0.00196	       -0.33505	        0.42516	        0.00379	       -0.47642	        0.43097	        0.31189	       -0.33587	        0.44469	        0.32385	       -0.52003	        0.40708	        0.47656	       -0.40673	        0.41365	        0.72606	       -0.40060
   690000.00000	        0.09648	       -0.00074	       -0.13585	        0.42030	       -0.00201	       -0.33506	        0.42509	        0.00387	       -0.47639	        0.43092	        0.31188	       -0.33585	        0.44450	        0.32403	       -0.52007	        0.40694	        0.47651	       -0.40674	        0.41292	        0.72595	       -0.40011
   690000.00000	        0.09648	       -0.00074	       -0.13585	        0.42030	       -0.00201	       -0.33506	        0.42509	        0.00387	       -0.47639	        0.43092	        0.31188	       -0.33585	        0.44450	        0.32403	       -0.52007	        0.40694	        0.47651	       -0.40674	        0.41292	        0.72595	       -0.40011
   719000.00000	        0.09646	       -0.00076	       -0.13587	        0.42021	       -0.00194	       -0.33506	        0.42512	        0.00379	       -0.47637	        0.43076	        0.31180	       -0.33579	        0.44430	        0.32366	       -0.51984	        0.40653	        0.47638	       -0.40671	        0.41199	        0.72585	       -0.39976
   719000.00000	        0.09646	       -0.00076	       -0.13587	        0.42021	       -0.00194	       -0.33506	        0.42512	        0.00379	       -0.47637	        0.43076	        0.31180	       -0.33579	        0.44430	        0.32366	       -0.51984	        0.40653	        0.47638	       -0.40671	        0.41199	        0.72585	       -0.39976
   737000.00000	        0.09652	       -0.00079	       -0.13584	        0.42023	       -0.00197	       -0.33505	        0.42513	        0.00382	       -0.47638	        0.43066	        0.31174	       -0.33580	        0.44412	        0.32387	       -0.51997	        0.40624	        0.47634	       -0.40673	        0.41155	        0.72578	       -0.39961
   737000.00000	        0.09652	       -0.00079	       -0.13584	        0.42023	       -0.00197	       -0.33505	        0.42513	        0.00382	       -0.47638	        0.43066	        0.31174	       -0.33580	        0.44412	        0.32387	       -0.51997	        0.40624	        0.47634	       -0.40673	        0.41155	        0.72578	       -0.39961
   765000.00000	        0.09652	       -0.00078	       -0.13582	        0.42020	       -0.00194	       -0.33506	        0.42486	        0.00362	       -0.47643	        0.43032	        0.31179	       -0.33588	        0.44368	        0.32416	       -0.51985	        0.40575	        0.47616	       -0.40678	        0.41069	        0.72575	       -0.39950
   765000.00000	        0.09652	       -0.00078	       -0.13582	        0.42020	       -0.00194	       -0.33506	        0.42486	        0.00362	       -0.47643	        0.43032	        0.31179	       -0.33588	        0.44368	        0.32416	       -0.51985	        0.40575	        0.47616	       -0.40678	        0.41069	        0.72575	       -0.39950
   765000.00000	        0.09652	       -0.00078	       -0.13582	        0.42020	       -0.00194	       -0.33506	        0.42486	        0.00362	       -0.47643	        0.43032	        0.31179	       -0.33588	        0.44368	        0.32416	       -0.51985	        0.40575	        0.47616	       -0.40678	        0.41069	        0.72575	       -0.39950
   783000.00000	        0.09651	       -0.00079	       -0.13585	        0.42023	       -0.00199	       -0.33506	        0.42511	        0.00384	       -0.47638	        0.42972	        0.31182	       -0.33600	        0.44314	        0.32408	       -0.52008	        0.40512	        0.47588	       -0.40686	        0.40982	        0.72566	       -0.39951
   783000.00000	        0.09651	       -0.00079	       -0.13585	        0.42023	       -0.00199	       -0.33506	        0.42511	        0.00384	       -0.47638	        0.42972	        0.31182	       -0.33600	        0.44314	        0.32408	       -0.52008	        0.40512	        0.47588	       -0.40686	        0.40982	        0.72566	       -0.39951
   809000.00000	        0.09652	       -0.00080	       -0.13583	        0.42019	       -0.00197	       -0.33505	        0.42514	        0.00381	       -0.47638	        0.42930	        0.31175	       -0.33606	        0.44272	        0.32377	       -0.52012	        0.40454	        0.47599	       -0.40690	        0.40876	        0.72556	       -0.39972
   809000.00000	        0.09652	       -0.00080	       -0.13583	        0.42019	       -0.00197	       -0.33505	        0.42514	        0.00381	       -0.47638	        0.42930	        0.31175	       -0.33606	        0.44272	        0.32377	       -0.52012	        0.40454	        0.47599	       -0.40690	        0.40876	        0.72556	       -0.39972
   836000.00000	        0.09647	       -0.00074	       -0.13585	        0.42021	       -0.00202	       -0.33505	        0.42509	        0.00380	       -0.47636	        0.42874	        0.31165	       -0.33610	        0.44225	        0.32385	       -0.52004	        0.40374	        0.47589	       -0.40704	        0.40760	        0.72542	       -0.40010
   836000.00000	        0.09647	       -0.00074	       -0.13585	        0.42021	       -0.00202	       -0.33505	        0.42509	        0.00380	       -0.47636	        0.42874	        0.31165	       -0.33610	        0.44225	        0.32385	       -0.52004	        0.40374	        0.47589	       -0.40704	        0.40760	        0.72542	       -0.40010
   836000.00000	        0.09647	       -0.00074	       -0.13585	        0.42021	       -0.00202	       -0.33505	        0.42509	        0.00380	       -0.47636	        0.42874	        0.31165	       -0.33610	        0.44225	        0.32385	       -0.52004	        0.40374	        0.47589	       -0.40704	        0.40760	        0.72542	       -0.40010
   854000.00000	        0.09647	       -0.00076	       -0.13587	        0.42019	       -0.00201	       -0.33504	        0.42515	        0.00377	       -0.47638	        0.42839	        0.31165	       -0.33617	        0.44207	        0.32327	       -0.52042	        0.40319	        0.47559	       -0.40714	        0.40667	        0.72537	       -0.40042
   854000.00000	        0.09647	       -0.00076	       -0.13587	        0.42019	       -0.00201	       -0.33504	        0.42515	        0.00377	       -0.47638	        0.42839	        0.31165	       -0.33617	        0.44207	        0.32327	       -0.52042	        0.40319	        0.47559	       -0.40714	        0.40667	        0.72537	       -0.40042
   883000.00000	        0.09651	       -0.00078	       -0.13584	        0.42012	       -0.00199	       -0.33504	        0.42513	        0.00382	       -0.47639	        0.42801	        0.31156	       -0.33618	        0.44150	        0.32306	       -0.52039	        0.40204	        0.47561	       -0.40734	        0.40480	        0.72506	       -0.40108
   883000.00000	        0.09651	       -0.00078	       -0.13584	        0.42012	       -0.00199	       -0.33504	        0.42513	        0.00382	       -0.47639	        0.42801	        0.31156	       -0.33618	        0.44150	        0.32306	       -0.52039	        0.40204	        0.47561	       -0.40734	        0.40480	        0.72506	       -0.40108
   909000.00000	        0.09646	       -0.00075	       -0.13587	        0.42016	       -0.00206	       -0.33503	        0.42512	        0.00378	       -0.47638	        0.42731	        0.31153	       -0.33630	        0.44093	        0.32286	       -0.52023	        0.40123	        0.47544	       -0.40741	        0.40318	        0.72492	       -0.40172
   909000.00000	        0.09646	       -0.00075	       -0.13587	        0.42016	       -0.00206	       -0.33503	        0.42512	        0.00378	       -0.47638	        0.42731	        0.31153	       -0.33630	        0.44093	        0.32286	       -0.52023	        0.40123	        0.47544	       -0.40741	        0.40318	        0.72492	       -0.40172
   927000.00000	        0.09650	       -0.00079	       -0.13585	        0.42013	       -0.00202	       -0.33501	        0.42508	        0.00380	       -0.47635	        0.42701	        0.31155	       -0.33635	        0.44083	        0.32280	       -0.52059	        0.40057	        0.47543	       -0.40760	        0.40202	        0.72482	       -0.40210
   927000.00000	        0.09650	       -0.00079	       -0.13585	        0.42013	       -0.00202	       -0.33501	        0.42508	        0.00380	       -0.47635	        0.42701	        0.31155	       -0.33635	        0.44083	        0.32280	       -0.52059	        0.40057	        0.47543	       -0.40760	        0.40202	        0.72482	       -0.40210
   955000.00000	        0.09650	       -0.00077	       -0.13584	        0.42009	       -0.00203	       -0.33500	        0.42503	        0.00385	       -0.47636	        0.42653	        0.31142	       -0.33647	        0.44012	        0.32284	       -0.52073	        0.39958	        0.47499	       -0.40780	        0.40009	        0.72476	       -0.40261
   955000.00000	        0.09650	       -0.00077	       -0.13584	        0.42009	       -0.00203	       -0.33500	        0.42503	        0.00385	       -0.47636	        0.42653	        0.31142	       -0.33647	        0.44012	        0.32284	       -0.52073	        0.39958	        0.47499	       -0.40780	        0.40009	        0.72476	       -0.40261
   955000.00000	        0.09650	       -0.00077	       -0.13584	        0.42009	       -0.00203	       -0.33500	        0.42503	        0.00385	       -0.47636	        0.42653	        0.31142	       -0.33647	        0.44012	        0.32284	       -0.52073	        0.39958	        0.47499	       -0.40780	        0.40009	        0.72476	       -0.40261
   973000.00000	        0.09618	       -0.00088	       -0.13602	        0.42011	       -0.00210	       -0.33498	        0.42519	        0.00378	       -0.47641	        0.42621	        0.31132	       -0.33657	        0.43988	        0.32279	       -0.52077	        0.39887	        0.47492	       -0.40803	        0.39905	        0.72455	       -0.40301
   973000.00000	        0.09618	       -0.00088	       -0.13602	        0.42011	       -0.00210	       -0.33498	        0.42519	        0.00378	       -0.47641	        0.42621	        0.31132	       -0.33657	        0.43988	        0.32279	       -0.52077	        0.39887	        0.47492	       -0.40803	        0.39905	        0.72455	       -0.40301
  1003000.00000	        0.09649	       -0.00076	       -0.13586	        0.42004	       -0.00207	       -0.33498	        0.42507	        0.00378	       -0.47638	        0.42536	        0.31138	       -0.33678	        0.43930	        0.32272	       -0.52105	        0.39787	        0.47486	       -0.40818	        0.39703	        0.72410	       -0.40362
  1003000.00000	        0.09649	       -0.00076	       -0.13586	        0.42004	       -0.00207	       -0.33498	        0.42507	        0.00378	       -0.47638	        0.42536	        0.31138	       -0.33678	        0.43930	        0.32272	       -0.52105	        0.39787	        0.47486	       -0.40818	        0.39703	        0.72410	       -0.40362
  1030000.00000	        0.09650	       -0.00076	       -0.13585	        0.41999	       -0.00205	       -0.33499	        0.42507	        0.00383	       -0.47640	        0.42480	        0.31146	       -0.33686	        0.43829	        0.32292	       -0.52080	        0.39703	        0.47484	       -0.40825	        0.39541	        0.72395	       -0.40404
  1030000.00000	        0.09650	       -0.00076	       -0.13585	        0.41999	       -0.00205	       -0.33499	        0.42507	        0.00383	       -0.47640	        0.42480	        0.31146	       -0.33686	        0.43829	        0.32292	       -0.52080	        0.39703	        0.47484	       -0.40825	        0.39541	        0.72395	       -0.40404
  1030000.00000	        0.09650	       -0.00076	       -0.13585	        0.41999	       -0.00205	       -0.33499	        0.42507	        0.00383	       -0.47640	        0.42480	        0.31146	       -0.33686	        0.43829	        0.32292	       -0.52080	        0.39703	        0.47484	       -0.40825	        0.39541	        0.72395	       -0.40404
  1048000.00000	        0.09648	       -0.00078	       -0.13586	        0.41992	       -0.00204	       -0.33496	        0.42503	        0.00377	       -0.47636	        0.42433	        0.31146	       -0.33692	        0.43793	        0.32269	       -0.52081	        0.39643	        0.47466	       -0.40845	        0.39423	        0.72395	       -0.40429
  1048000.00000	        0.09648	       -0.00078	       -0.13586	        0.41992	       -0.00204	       -0.33496	        0.42503	        0.00377	       -0.47636	        0.42433	        0.31146	       -0.33692	        0.43793	        0.32269	       -0.52081	        0.39643	        0.47466	       -0.40845	        0.39423	        0.72395	       -0.40429
  1077000.00000	        0.09650	       -0.00077	       -0.13584	        0.41990	       -0.00210	       -0.33495	        0.42498	        0.00381	       -0.47638	        0.42367	        0.31137	       -0.33703	        0.43705	        0.32275	       -0.52114	        0.39518	        0.47443	       -0.40867	        0.39219	        0.72375	       -0.40483
  1077000.00000	        0.09650	       -0.00077	       -0.13584	        0.41990	       -0.00210	       -0.33495	        0.42498	        0.00381	       -0.47638	        0.42367	        0.31137	       -0.33703	        0.43705	        0.32275	       -0.52114	        0.39518	        0.47443	       -0.40867	        0.39219	        0.72375	       -0.40483
  1095000.00000	        0.09647	       -0.00075	       -0.13586	        0.41975	       -0.00196	       -0.33493	        0.42497	        0.00378	       -0.47635	        0.42336	        0.31127	       -0.33710	        0.43698	        0.32257	       -0.52146	        0.39462	        0.47435	       -0.40880	        0.39124	        0.72367	       -0.40502
  1095000.00000	        0.09647	       -0.00075	       -0.13586	        0.41975	       -0.00196	       -0.33493	        0.42497	        0.00378	       -0.47635	        0.42336	        0.31127	       -0.33710	        0.43698	        0.32257	       -0.52146	        0.39462	        0.47435	       -0.40880	        0.39124	        0.72367	       -0.40502
  1123000.00000	        0.09647	       -0.00076	       -0.13588	        0.41967	       -0.00194	       -0.33493	        0.42495	        0.00379	       -0.47636	        0.42281	        0.31121	       -0.33729	        0.43587	        0.32250	       -0.52122	        0.39373	        0.47414	       -0.40913	        0.38985	        0.72351	       -0.40549
  1123000.00000	        0.09647	       -0.00076	       -0.13588	        0.41967	       -0.00194	       -0.33493	        0.42495	        0.00379	       -0.47636	        0.42281	        0.31121	       -0.33729	        0.43587	        0.32250	       -0.52122	        0.39373	        0.47414	       -0.40913	        0.38985	        0.72351	       -0.40549
  1123000.00000	        0.09647	       -0.00076	       -0.13588	        0.41967	       -0.00194	       -0.33493	        0.42495	        0.00379	       -0.47636	        0.42281	        0.31121	       -0.33729	        0.43587	        0.32250	       -0.52122	        0.39373	        0.47414	       -0.40913	        0.38985	        0.72351	       -0.40549
  1142000.00000	        0.09652	       -0.00078	       -0.13583	        0.41967	       -0.00200	       -0.33492	        0.42494	        0.00375	       -0.47636	        0.42230	        0.31119	       -0.33748	        0.43557	        0.32242	       -0.52132	        0.39295	        0.47397	       -0.40949	        0.38849	        0.72331	       -0.40590
  1142000.00000	        0.09652	       -0.00078	       -0.13583	        0.41967	       -0.00200	       -0.33492	        0.42494	        0.00375	       -0.47636	        0.42230	        0.31119	       -0.33748	        0.43557	        0.32242	       -0.52132	        0.39295	        0.47397	       -0.40949	        0.38849	        0.72331	       -0.40590
  1170000.00000	        0.09652	       -0.00078	       -0.13582	        0.41962	       -0.00199	       -0.33493	        0.42495	        0.00376	       -0.47637	        0.42178	        0.31126	       -0.33768	        0.43519	        0.32234	       -0.52166	        0.39201	        0.47390	       -0.40989	        0.38696	        0.72322	       -0.40637
  1170000.00000	        0.09652	       -0.00078	       -0.13582	        0.41962	       -0.00199	       -0.33493	        0.42495	        0.00376	       -0.47637	        0.42178	        0.31126	       -0.33768	        0.43519	        0.32234	       -0.52166	        0.39201	        0.47390	       -0.40989	        0.38696	        0.72322	       -0.40637
  1197000.00000	        0.09649	       -0.00078	       -0.13587	        0.41952	       -0.00194	       -0.33491	        0.42492	        0.00376	       -0.47636	        0.42146	        0.31124	       -0.33796	        0.43498	        0.32205	       -0.52173	        0.39126	        0.47354	       -0.41029	        0.38566	        0.72308	       -0.40686
  1197000.00000	        0.09649	       -0.00078	       -0.13587	        0.41952	       -0.00194	       -0.33491	        0.42492	        0.00376	       -0.47636	        0.42146	        0.31124	       -0.33796	        0.43498	        0.32205	       -0.52173	        0.39126	        0.47354	       -0.41029	        0.38566	        0.72308	       -0.40686
  1197000.00000	        0.09649	       -0.00078	       -0.13587	        0.41952	       -0.00194	       -0.33491	        0.42492	        0.00376	       -0.47636	        0.42146	        0.31124	       -0.33796	        0.43498	        0.32205	       -0.52173	        0.39126	        0.47354	       -0.41029	        0.38566	        0.72308	       -0.40686
  1215000.00000	        0.09596	       -0.00078	       -0.13604	        0.41953	       -0.00201	       -0.33489	        0.42499	        0.00368	       -0.47639	        0.42111	        0.31127	       -0.33817	        0.43448	        0.32204	       -0.52208	        0.39062	        0.47345	       -0.41057	        0.38479	        0.72302	       -0.40718
  1215000.00000	        0.09596	       -0.00078	       -0.13604	        0.41953	       -0.00201	       -0.33489	        0.42499	        0.00368	       -0.47639	        0.42111	        0.31127	       -0.33817	        0.43448	        0.32204	       -0.52208	        0.39062	        0.47345	       -0.41057	        0.38479	        0.72302	       -0.40718
  1244000.00000	        0.09647	       -0.00074	       -0.13586	        0.41939	       -0.00193	       -0.33488	        0.42496	        0.00354	       -0.47637	        0.42066	        0.31105	       -0.33861	        0.43406	        0.32171	       -0.52253	        0.38983	        0.47368	       -0.41099	        0.38340	        0.72275	       -0.40788
  1244000.00000	        0.09647	       -0.00074	       -0.13586	        0.41939	       -0.00193	       -0.33488	        0.42496	        0.00354	       -0.47637	        0.42066	        0.31105	       -0.33861	        0.43406	        0.32171	       -0.52253	        0.38983	        0.47368	       -0.41099	        0.38340	        0.72275	       -0.40788
  1244000.00000	        0.09647	       -0.00074	       -0.13586	        0.41939	       -0.00193	       -0.33488	        0.42496	        0.00354	       -0.47637	        0.42066	        0.31105	       -0.33861	        0.43406	        0.32171	       -0.52253	        0.38983	        0.47368	       -0.41099	        0.38340	        0.72275	       -0.40788
  1262000.00000	        0.09651	       -0.00080	       -0.13584	        0.41936	       -0.00190	       -0.33489	        0.42484	        0.00373	       -0.47637	        0.42041	        0.31096	       -0.33884	        0.43367	        0.32176	       -0.52294	        0.38930	        0.47404	       -0.41108	        0.38274	        0.72270	       -0.40825
  1262000.00000	        0.09651	       -0.00080	       -0.13584	        0.41936	       -0.00190	       -0.33489	        0.42484	        0.00373	       -0.47637	        0.42041	        0.31096	       -0.33884	        0.43367	        0.32176	       -0.52294	        0.38930	        0.47404	       -0.41108	        0.38274	        0.72270	       -0.40825
  1292000.00000	        0.09649	       -0.00073	       -0.13584	        0.41934	       -0.00196	       -0.33488	        0.42488	        0.00363	       -0.47638	        0.41969	        0.31110	       -0.33920	        0.43325	        0.32150	       -0.52319	        0.38866	        0.47365	       -0.41174	        0.38135	        0.72263	       -0.40908
  1292000.00000	        0.09649	       -0.00073	       -0.13584	        0.41934	       -0.00196	       -0.33488	        0.42488	        0.00363	       -0.47638	        0.41969	        0.31110	       -0.33920	        0.43325	        0.32150	       -0.52319	        0.38866	        0.47365	       -0.41174	        0.38135	        0.72263	       -0.40908
  1310000.00000	        0.09645	       -0.00075	       -0.13590	        0.41923	       -0.00189	       -0.33488	        0.42481	        0.00368	       -0.47638	        0.41936	        0.31104	       -0.33943	        0.43328	        0.32111	       -0.52367	        0.38831	        0.47343	       -0.41223	        0.38068	        0.72263	       -0.40961
  1310000.00000	        0.09645	       -0.00075	       -0.13590	        0.41923	       -0.00189	       -0.33488	        0.42481	        0.00368	       -0.47638	        0.41936	        0.31104	       -0.33943	        0.43328	        0.32111	       -0.52367	        0.38831	        0.47343	       -0.41223	        0.38068	        0.72263	       -0.40961
  1338000.00000	        0.09646	       -0.00074	       -0.13587	        0.41918	       -0.00186	       -0.33487	        0.42487	        0.00364	       -0.47640	        0.41900	        0.31108	       -0.33971	        0.43284	        0.32117	       -0.52366	        0.38774	        0.47332	       -0.41277	        0.37999	        0.72243	       -0.41036
  1338000.00000	        0.09646	       -0.00074	       -0.13587	        0.41918	       -0.00186	       -0.33487	        0.42487	        0.00364	       -0.47640	        0.41900	        0.31108	       -0.33971	        0.43284	        0.32117	       -0.52366	        0.38774	        0.47332	       -0.41277	        0.37999	        0.72243	       -0.41036
  1358000.00000	        0.09646	       -0.00074	       -0.13587	        0.41915	       -0.00189	       -0.33485	        0.42499	        0.00336	       -0.47638	        0.41867	        0.31112	       -0.34004	        0.43215	        0.32121	       -0.52405	        0.38712	        0.47311	       -0.41328	        0.37919	        0.72235	       -0.41111
  1358000.00000	        0.09646	       -0.00074	       -0.13587	        0.41915	       -0.00189	       -0.33485	        0.42499	        0.00336	       -0.47638	        0.41867	        0.31112	       -0.34004	        0.43215	        0.32121	       -0.52405	        0.38712	        0.47311	       -0.41328	        0.37919	        0.72235	       -0.41111
  1358000.00000	        0.09646	       -0.00074	       -0.13587	        0.41915	       -0.00189	       -0.33485	        0.42499	        0.00336	       -0.47638	        0.41867	        0.31112	       -0.34004	        0.43215	        0.32121	       -0.52405	        0.38712	        0.47311	       -0.41328	        0.37919	        0.72235	       -0.41111
  1383000.00000	        0.09649	       -0.00076	       -0.13586	        0.41903	       -0.00181	       -0.33487	        0.42491	        0.00347	       -0.47639	        0.41832	        0.31113	       -0.34034	        0.43198	        0.32127	       -0.52444	        0.38643	        0.47252	       -0.41378	        0.37820	        0.72224	       -0.41187
  1383000.00000	        0.09649	       -0.00076	       -0.13586	        0.41903	       -0.00181	       -0.33487	        0.42491	        0.00347	       -0.47639	        0.41832	        0.31113	       -0.34034	        0.43198	        0.32127	       -0.52444	        0.38643	        0.47252	       -0.41378	        0.37820	        0.72224	       -0.41187
  1383000.00000	        0.09649	       -0.00076	       -0.13586	        0.41903	       -0.00181	       -0.33487	        0.42491	        0.00347	       -0.47639	        0.41832	        0.31113	       -0.34034	        0.43198	        0.32127	       -0.52444	        0.38643	        0.47252	       -0.41378	        0.37820	        0.72224	       -0.41187
