time	base_x	base_y	base_z	l_foot_x	l_foot_y	l_foot_z	r_foot_x	r_foot_y	r_foot_z	l_hip_x	l_hip_y	l_hip_z	r_hip_x	r_hip_y	r_hip_z	abs_x	abs_y	abs_z	head_x	head_y	head_z
        0.00000	        0.09648	       -0.00077	       -0.13585	        0.42108	       -0.00201	       -0.33453	        0.42806	        0.00363	       -0.47472	        0.43565	        0.31289	       -0.33715	        0.44543	        0.32320	       -0.52196	        0.41046	        0.47605	       -0.40850	        0.41313	        0.72548	       -0.40605
        0.00000	        0.09648	       -0.00077	       -0.13585	        0.42108	       -0.00201	       -0.33453	        0.42806	        0.00363	       -0.47472	        0.43565	        0.31289	       -0.33715	        0.44543	        0.32320	       -0.52196	        0.41046	        0.47605	       -0.40850	        0.41313	        0.72548	       -0.40605
   540000.00000	        0.09648	       -0.00077	       -0.13585	        0.42108	       -0.00201	       -0.33453	        0.42806	        0.00363	       -0.47472	        0.43565	        0.31289	       -0.33715	        0.44543	        0.32320	       -0.52196	        0.41046	        0.47605	       -0.40850	        0.41313	        0.72548	       -0.40605
   564000.00000	        0.09651	       -0.00079	       -0.13585	        0.42110	       -0.00206	       -0.33451	        0.42806	        0.00361	       -0.47470	        0.43551	        0.31289	       -0.33703	        0.44540	        0.32323	       -0.52186	        0.41025	        0.47604	       -0.40830	        0.41322	        0.72557	       -0.40519
   564000.00000	        0.09651	       -0.00079	       -0.13585	        0.42110	       -0.00206	       -0.33451	        0.42806	        0.00361	       -0.47470	        0.43551	        0.31289	       -0.33703	        0.44540	        0.32323	       -0.52186	        0.41025	        0.47604	       -0.40830	        0.41322	        0.72557	       -0.40519
   580000.00000	        0.09650	       -0.00081	       -0.13586	        0.42112	       -0.00204	       -0.33452	        0.42805	        0.00364	       -0.47471	        0.43543	        0.31286	       -0.33693	        0.44522	        0.32335	       -0.52177	        0.41008	        0.47601	       -0.40815	        0.41300	        0.72573	       -0.40463
   580000.00000	        0.09650	       -0.00081	       -0.13586	        0.42112	       -0.00204	       -0.33452	        0.42805	        0.00364	       -0.47471	        0.43543	        0.31286	       -0.33693	        0.44522	        0.32335	       -0.52177	        0.41008	        0.47601	       -0.40815	        0.41300	        0.72573	       -0.40463
   580000.00000	        0.09650	       -0.00081	       -0.13586	        0.42112	       -0.00204	       -0.33452	        0.42805	        0.00364	       -0.47471	        0.43543	        0.31286	       -0.33693	        0.44522	        0.32335	       -0.52177	        0.41008	        0.47601	       -0.40815	        0.41300	        0.72573	       -0.40463
   605000.00000	        0.09597	       -0.00078	       -0.13604	        0.42104	       -0.00198	       -0.33451	        0.42810	        0.00362	       -0.47470	        0.43530	        0.31272	       -0.33690	        0.44508	        0.32332	       -0.52167	        0.40980	        0.47607	       -0.40792	        0.41281	        0.72562	       -0.40374
   631000.00000	        0.09650	       -0.00077	       -0.13584	        0.42100	       -0.00194	       -0.33449	        0.42809	        0.00361	       -0.47469	        0.43532	        0.31271	       -0.33680	        0.44484	        0.32331	       -0.52159	        0.40957	        0.47603	       -0.40773	        0.41247	        0.72542	       -0.40290
   631000.00000	        0.09650	       -0.00077	       -0.13584	        0.42100	       -0.00194	       -0.33449	        0.42809	        0.00361	       -0.47469	        0.43532	        0.31271	       -0.33680	        0.44484	        0.32331	       -0.52159	        0.40957	        0.47603	       -0.40773	        0.41247	        0.72542	       -0.40290
   631000.00000	        0.09650	       -0.00077	       -0.13584	        0.42100	       -0.00194	       -0.33449	        0.42809	        0.00361	       -0.47469	        0.43532	        0.31271	       -0.33680	        0.44484	        0.32331	       -0.52159	        0.40957	        0.47603	       -0.40773	        0.41247	        0.72542	       -0.40290
