time	base_x	base_y	base_z	l_foot_x	l_foot_y	l_foot_z	r_foot_x	r_foot_y	r_foot_z	l_hip_x	l_hip_y	l_hip_z	r_hip_x	r_hip_y	r_hip_z	abs_x	abs_y	abs_z	head_x	head_y	head_z
3599664000.00000	        0.10877	        0.00002	       -0.15168	        0.35972	       -0.00179	       -0.40455	        0.36254	        0.00400	       -0.54370	        0.38718	        0.32996	       -0.39621	        0.40564	        0.34461	       -0.57576	        0.37560	        0.49816	       -0.46317	        0.40342	        0.74810	       -0.46871
3599664000.00000	        0.10877	        0.00002	       -0.15168	        0.35972	       -0.00179	       -0.40455	        0.36254	        0.00400	       -0.54370	        0.38718	        0.32996	       -0.39621	        0.40564	        0.34461	       -0.57576	        0.37560	        0.49816	       -0.46317	        0.40342	        0.74810	       -0.46871
3599682000.00000	        0.10900	       -0.00001	       -0.15151	        0.36050	       -0.00153	       -0.40414	        0.36205	        0.00436	       -0.54350	        0.38673	        0.32905	       -0.39739	        0.40525	        0.34448	       -0.57588	        0.37488	        0.49785	       -0.46373	        0.40217	        0.74783	       -0.46993
3599682000.00000	        0.10900	       -0.00001	       -0.15151	        0.36050	       -0.00153	       -0.40414	        0.36205	        0.00436	       -0.54350	        0.38673	        0.32905	       -0.39739	        0.40525	        0.34448	       -0.57588	        0.37488	        0.49785	       -0.46373	        0.40217	        0.74783	       -0.46993
3599709000.00000	        0.10848	       -0.00025	       -0.15159	        0.36038	       -0.00169	       -0.40424	        0.36248	        0.00399	       -0.54362	        0.38624	        0.32946	       -0.39749	        0.40393	        0.34430	       -0.57633	        0.37352	        0.49790	       -0.46414	        0.39983	        0.74793	       -0.47052
3599709000.00000	        0.10848	       -0.00025	       -0.15159	        0.36038	       -0.00169	       -0.40424	        0.36248	        0.00399	       -0.54362	        0.38624	        0.32946	       -0.39749	        0.40393	        0.34430	       -0.57633	        0.37352	        0.49790	       -0.46414	        0.39983	        0.74793	       -0.47052
3599737000.00000	        0.10864	        0.00006	       -0.15176	        0.36011	       -0.00158	       -0.40421	        0.36208	        0.00398	       -0.54331	        0.38463	        0.33009	       -0.39782	        0.40393	        0.34405	       -0.57665	        0.37257	        0.49782	       -0.46458	        0.39767	        0.74792	       -0.47087
3599737000.00000	        0.10864	        0.00006	       -0.15176	        0.36011	       -0.00158	       -0.40421	        0.36208	        0.00398	       -0.54331	        0.38463	        0.33009	       -0.39782	        0.40393	        0.34405	       -0.57665	        0.37257	        0.49782	       -0.46458	        0.39767	        0.74792	       -0.47087
3599761000.00000	        0.10882	       -0.00000	       -0.15171	        0.36039	       -0.00156	       -0.40420	        0.36214	        0.00395	       -0.54337	    99999.00000	    99999.00000	    99999.00000	    99999.00000	    99999.00000	    99999.00000	        0.37226	        0.49700	       -0.46504	        0.39606	        0.74750	       -0.47114
3599761000.00000	        0.10882	       -0.00000	       -0.15171	        0.36039	       -0.00156	       -0.40420	        0.36214	        0.00395	       -0.54337	    99999.00000	    99999.00000	    99999.00000	    99999.00000	    99999.00000	    99999.00000	        0.37226	        0.49700	       -0.46504	        0.39606	        0.74750	       -0.47114
